spec;n;d_max;dam_max;k1;k2;k3;k4;k5;k6;k7;b;p;em;ef;edif
reg lnd c.dam#c.female dam female c.year##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;1;1;1;2;-.000023795812;.34203538;1.996076;2.1183569;.20829281
reg lnd c.dam#c.female dam female c.post79##c.dam if d<9999999 & dam<75260, robu;92;9999999;75260;1;2;1;1;1;1;3;-.000027522667;.27969667;2.0029082;2.1098309;.16211045
reg lnd c.dam#c.female dam female c.zmin#c.female zmin   if d<9999999 & dam<7526;92;9999999;75260;1;2;1;1;1;2;1;-8.9275727e-06;.84723085;1.9886644;2.1040144;.46141648
reg lnd c.dam#c.female dam female c.zmin#c.female zmin c.year##c.dam if d<999999;92;9999999;75260;1;2;1;1;1;2;2;-.000011418422;.79866982;1.9832824;2.1082544;.43488526
reg lnd c.dam#c.female dam female c.zmin#c.female zmin c.post79##c.dam if d<9999;92;9999999;75260;1;2;1;1;1;2;3;-.000014049376;.75691742;1.9957914;2.0997086;.32462627
reg lnd c.dam#c.female dam female c.zwin#c.female zwin   if d<9999999 & dam<7526;92;9999999;75260;1;2;1;1;1;3;1;-.000046844892;.20004039;1.9988145;2.0872583;.21205644
reg lnd c.dam#c.female dam female c.zwin#c.female zwin c.year##c.dam if d<999999;92;9999999;75260;1;2;1;1;1;3;2;-.000038579226;.28497729;1.935708;2.110714;.61042404
reg lnd c.dam#c.female dam female c.zwin#c.female zwin c.post79##c.dam if d<9999;92;9999999;75260;1;2;1;1;1;3;3;-.00004246051;.2511555;1.9561222;2.1059835;.42161402
reg lnd c.dam#c.female dam female c.zcat#c.female zcat   if d<9999999 & dam<7526;92;9999999;75260;1;2;1;1;1;4;1;-.000055505898;.11003938;1.9929318;2.0850351;.26253256
reg lnd c.dam#c.female dam female c.zcat#c.female zcat c.year##c.dam if d<999999;92;9999999;75260;1;2;1;1;1;4;2;-.000053445623;.11066991;1.9478145;2.1052918;.45904899
reg lnd c.dam#c.female dam female c.zcat#c.female zcat c.post79##c.dam if d<9999;92;9999999;75260;1;2;1;1;1;4;3;-.00005819165;.087974384;1.9686545;2.0950451;.30131999
reg lnd c.dam#c.female dam female c.z3#c.female z3   if d<9999999 & dam<75260, r;92;9999999;75260;1;2;1;1;1;5;1;-.000040101873;.34399369;2.0048451;2.0891907;.25839055
reg lnd c.dam#c.female dam female c.z3#c.female z3 c.year##c.dam if d<9999999 & ;92;9999999;75260;1;2;1;1;1;5;2;-.000037027614;.36678535;1.9579698;2.1089966;.52631706
reg lnd c.dam#c.female dam female c.z3#c.female z3 c.post79##c.dam if d<9999999 ;92;9999999;75260;1;2;1;1;1;5;3;-.000040411909;.33699501;1.9780921;2.1007311;.35653499
reg lnd female dam z3   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;1;1;6;1;.079013638;.74152642;2.0150185;2.094032;.23137774
reg lnd female dam z3 c.year##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;1;1;6;2;.1426543;.52951717;1.9715544;2.1142087;.45324478
reg lnd female dam z3 c.post79##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;1;1;6;3;.12208506;.59376454;1.9839307;2.1060157;.3159447
reg lnd c.lndam#c.female lndam female   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;1;2;1;1;.1513167;.090452507;2.0189297;2.0628703;.79496062
reg lnd c.lndam#c.female lndam female c.year##c.lndam if d<9999999 & dam<75260, ;92;9999999;75260;1;2;1;1;2;1;2;.11021232;.28774947;1.9942851;2.0797875;1.5091488
reg lnd c.lndam#c.female lndam female c.post79##c.lndam if d<9999999 & dam<75260;92;9999999;75260;1;2;1;1;2;1;3;.056667723;.54384816;1.9656639;2.0661664;1.5778166
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin   if d<9999999 & dam<;92;9999999;75260;1;2;1;1;2;2;1;.092021868;.53396255;2.0159521;2.0681198;.90922242
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin c.year##c.lndam if d<;92;9999999;75260;1;2;1;1;2;2;2;.040201668;.79628181;1.9932379;2.0847652;1.5392059
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin c.post79##c.lndam if ;92;9999999;75260;1;2;1;1;2;2;3;.0069399006;.95986736;1.971113;2.0687439;1.4747398
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin   if d<9999999 & dam<;92;9999999;75260;1;2;1;1;2;3;1;.0045302967;.97238243;2.0000615;2.0584109;1.0428284
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin c.year##c.lndam if d<;92;9999999;75260;1;2;1;1;2;3;2;-.037554082;.79507357;1.9613467;2.0810118;2.050117
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin c.post79##c.lndam if ;92;9999999;75260;1;2;1;1;2;3;3;-.084930666;.50745034;1.9413822;2.0653608;1.8927891
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat   if d<9999999 & dam<;92;9999999;75260;1;2;1;1;2;4;1;.0083007906;.95066518;1.9948326;2.0583241;1.1226434
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat c.year##c.lndam if d<;92;9999999;75260;1;2;1;1;2;4;2;-.038302302;.79241568;1.9575877;2.080487;2.0826082
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat c.post79##c.lndam if ;92;9999999;75260;1;2;1;1;2;4;3;-.088669859;.48210844;1.9334114;2.0645781;1.9749026
reg lnd c.lndam#c.female lndam female c.z3#c.female z3   if d<9999999 & dam<7526;92;9999999;75260;1;2;1;1;2;5;1;.011650522;.93424094;2.0121195;2.0603964;.85690492
reg lnd c.lndam#c.female lndam female c.z3#c.female z3 c.year##c.lndam if d<9999;92;9999999;75260;1;2;1;1;2;5;2;-.037064146;.80638939;1.9718659;2.0839269;1.9063083
reg lnd c.lndam#c.female lndam female c.z3#c.female z3 c.post79##c.lndam if d<99;92;9999999;75260;1;2;1;1;2;5;3;-.078648284;.5527131;1.9525398;2.0674977;1.7507622
reg lnd female lndam z3   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;1;2;6;1;.013347948;.95116735;2.0599852;2.073333;.25665525
reg lnd female lndam z3 c.year##c.lndam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;1;2;6;2;.082825944;.71320659;2.0101347;2.0929606;1.5022976
reg lnd female lndam z3 c.post79##c.lndam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;1;2;6;3;.09598393;.66927397;1.9740481;2.0700321;1.5292698
nbreg d c.dam#c.female dam female   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;2;1;1;1;-.000022178894;.62567288;10.829751;20.789841;9.9600887
nbreg d c.dam#c.female dam female c.year##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;2;1;1;2;-.000033939181;.38946196;13.565402;18.029354;4.4639521
nbreg d c.dam#c.female dam female c.post79##c.dam if d<9999999 & dam<75260, robu;92;9999999;75260;1;2;1;2;1;1;3;-.000036870704;.36563796;13.633039;17.749685;4.1166458
nbreg d c.dam#c.female dam female c.zmin#c.female zmin   if d<9999999 & dam<7526;92;9999999;75260;1;2;1;2;1;2;1;.000061619125;.32163712;9.3757906;16.78775;7.4119596
nbreg d c.dam#c.female dam female c.zmin#c.female zmin c.year##c.dam if d<999999;92;9999999;75260;1;2;1;2;1;2;2;.000029669205;.58512062;11.699882;14.452198;2.752317
nbreg d c.dam#c.female dam female c.zmin#c.female zmin c.post79##c.dam if d<9999;92;9999999;75260;1;2;1;2;1;2;3;.000016782169;.75218743;11.530963;14.298859;2.7678957
nbreg d c.dam#c.female dam female c.zwin#c.female zwin   if d<9999999 & dam<7526;92;9999999;75260;1;2;1;2;1;3;1;-9.7874054e-06;.82605433;10.85622;15.37269;4.5164695
nbreg d c.dam#c.female dam female c.zwin#c.female zwin c.year##c.dam if d<999999;92;9999999;75260;1;2;1;2;1;3;2;-.000023490213;.50180179;10.610044;15.402521;4.7924767
nbreg d c.dam#c.female dam female c.zwin#c.female zwin c.post79##c.dam if d<9999;92;9999999;75260;1;2;1;2;1;3;3;-.000026702943;.46590686;11.08571;15.001254;3.915544
nbreg d c.dam#c.female dam female c.zcat#c.female zcat   if d<9999999 & dam<7526;92;9999999;75260;1;2;1;2;1;4;1;-.000017306424;.70296884;10.718462;15.45366;4.735198
nbreg d c.dam#c.female dam female c.zcat#c.female zcat c.year##c.dam if d<999999;92;9999999;75260;1;2;1;2;1;4;2;-.000045542896;.15295473;10.887306;15.089716;4.2024093
nbreg d c.dam#c.female dam female c.zcat#c.female zcat c.post79##c.dam if d<9999;92;9999999;75260;1;2;1;2;1;4;3;-.000051598861;.12975168;11.422466;14.523788;3.1013222
nbreg d c.dam#c.female dam female c.z3#c.female z3   if d<9999999 & dam<75260, r;92;9999999;75260;1;2;1;2;1;5;1;5.9287013e-06;.90846539;10.831176;15.506399;4.6752229
nbreg d c.dam#c.female dam female c.z3#c.female z3 c.year##c.dam if d<9999999 & ;92;9999999;75260;1;2;1;2;1;5;2;-.000023568646;.55501038;11.508902;14.878847;3.3699455
nbreg d c.dam#c.female dam female c.z3#c.female z3 c.post79##c.dam if d<9999999 ;92;9999999;75260;1;2;1;2;1;5;3;-.000028341949;.49267128;11.810129;14.399349;2.5892196
nbreg d female dam z3   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;2;1;6;1;.32012996;.330751;11.451329;15.771993;4.3206639
nbreg d female dam z3 c.year##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;2;1;6;2;.20148547;.5027079;12.204691;14.929003;2.7243123
nbreg d female dam z3 c.post79##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;2;1;6;3;.16845401;.57683331;12.259537;14.508841;2.2493036
nbreg d c.lndam#c.female lndam female   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;2;2;1;1;.17831123;.14364213;8.7465;12.327488;3.5809884
nbreg d c.lndam#c.female lndam female c.year##c.lndam if d<9999999 & dam<75260, ;92;9999999;75260;1;2;1;2;2;1;2;.085285023;.51451576;9.6565018;11.543937;1.8874352
nbreg d c.lndam#c.female lndam female c.post79##c.lndam if d<9999999 & dam<75260;92;9999999;75260;1;2;1;2;2;1;3;.030414006;.78140199;9.2809553;10.857911;1.5769556
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin   if d<9999999 & dam<;92;9999999;75260;1;2;1;2;2;2;1;.081699282;.65941507;8.7524157;11.911769;3.1593535
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin c.year##c.lndam if d<;92;9999999;75260;1;2;1;2;2;2;2;-.019805113;.92008555;9.499855;11.22945;1.7295946
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin c.post79##c.lndam if ;92;9999999;75260;1;2;1;2;2;2;3;-.073664896;.68332803;9.1669331;10.534716;1.3677828
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin   if d<9999999 & dam<;92;9999999;75260;1;2;1;2;2;3;1;-.14786558;.34848011;7.4378123;11.227326;3.7895141
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin c.year##c.lndam if d<;92;9999999;75260;1;2;1;2;2;3;2;-.20672517;.21401872;7.4053206;11.236281;3.8309612
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin c.post79##c.lndam if ;92;9999999;75260;1;2;1;2;2;3;3;-.24325243;.10515195;7.2844992;10.697882;3.4133825
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat   if d<9999999 & dam<;92;9999999;75260;1;2;1;2;2;4;1;-.10108162;.50532049;7.4507103;11.260952;3.8102417
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat c.year##c.lndam if d<;92;9999999;75260;1;2;1;2;2;4;2;-.19254504;.23147009;7.4288087;11.146144;3.7173355
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat c.post79##c.lndam if ;92;9999999;75260;1;2;1;2;2;4;3;-.23249283;.094536267;7.2817073;10.500202;3.2184947
nbreg d c.lndam#c.female lndam female c.z3#c.female z3   if d<9999999 & dam<7526;92;9999999;75260;1;2;1;2;2;5;1;-.1373723;.44489014;7.900116;11.395882;3.4957659
nbreg d c.lndam#c.female lndam female c.z3#c.female z3 c.year##c.lndam if d<9999;92;9999999;75260;1;2;1;2;2;5;2;-.23143834;.21384661;7.9604483;11.246942;3.2864938
nbreg d c.lndam#c.female lndam female c.z3#c.female z3 c.post79##c.lndam if d<99;92;9999999;75260;1;2;1;2;2;5;3;-.26387504;.11315673;7.8267636;10.583752;2.756988
nbreg d female lndam z3   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;2;2;6;1;.25749272;.3660228;9.4041672;12.166006;2.7618384
nbreg d female lndam z3 c.year##c.lndam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;2;2;6;2;.18206401;.52037799;9.6376696;11.562224;1.9245557
nbreg d female lndam z3 c.post79##c.lndam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;2;2;6;3;.1414801;.59557897;9.2982883;10.711419;1.4131314
reg lnd c.dam#c.masfem dam masfem   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;1;1;1;1;-4.3198411e-06;.3702862;2.0095191;2.1128514;.28988221
reg lnd c.dam#c.masfem dam masfem c.year##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;1;1;1;2;-5.4594498e-06;.21871606;2.0197704;2.1133788;.18486921
reg lnd c.dam#c.masfem dam masfem c.post79##c.dam if d<9999999 & dam<75260, robu;92;9999999;75260;1;2;2;1;1;1;3;-6.2841527e-06;.16953924;2.0288901;2.102283;.13220814
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<7526;92;9999999;75260;1;2;2;1;1;2;1;-2.8691115e-06;.70917183;2.0121474;2.0962279;.38630834
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.year##c.dam if d<999999;92;9999999;75260;1;2;2;1;1;2;2;-3.7430896e-06;.62147009;2.0201073;2.0958261;.2873894
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.post79##c.dam if d<9999;92;9999999;75260;1;2;2;1;1;2;3;-4.5148995e-06;.56845599;2.0329971;2.0859268;.18300648
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<7526;92;9999999;75260;1;2;2;1;1;3;1;-.000010144559;.11538746;2.0087214;2.0849731;.30494064
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.year##c.dam if d<999999;92;9999999;75260;1;2;2;1;1;3;2;-9.0381927e-06;.1622164;1.9707381;2.0998266;.54925823
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.post79##c.dam if d<9999;92;9999999;75260;1;2;2;1;1;3;3;-.000010006834;.1340297;1.9901338;2.0924044;.37891191
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<7526;92;9999999;75260;1;2;2;1;1;4;1;-.00001105482;.073457733;1.9982971;2.0844538;.39184663
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.year##c.dam if d<999999;92;9999999;75260;1;2;2;1;1;4;2;-.000011241717;.063927412;1.9780598;2.0954375;.44552886
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.post79##c.dam if d<9999;92;9999999;75260;1;2;2;1;1;4;3;-.000012306183;.051742222;1.9978359;2.0829668;.28428414
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3   if d<9999999 & dam<75260, r;92;9999999;75260;1;2;2;1;1;5;1;-8.8639881e-06;.21531676;2.0216618;2.0834982;.28264046
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.year##c.dam if d<9999999 & ;92;9999999;75260;1;2;2;1;1;5;2;-8.6549371e-06;.22249934;1.9975346;2.0948079;.409794
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.post79##c.dam if d<9999999 ;92;9999999;75260;1;2;2;1;1;5;3;-9.6010517e-06;.19370915;2.0165951;2.0846169;.25288704
reg lnd masfem dam z3   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;1;1;6;1;.013729298;.72674108;2.0150819;2.0941627;.2291403
reg lnd masfem dam z3 c.year##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;1;1;6;2;.021398582;.56888396;1.9849697;2.1082256;.39462796
reg lnd masfem dam z3 c.post79##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;1;1;6;3;.017981321;.63779849;1.996964;2.1005363;.27035442
reg lnd c.lndam#c.masfem lndam masfem   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;1;2;1;1;.022197867;.17418484;1.9868923;2.0874765;1.8263813
reg lnd c.lndam#c.masfem lndam masfem c.year##c.lndam if d<9999999 & dam<75260, ;92;9999999;75260;1;2;2;1;2;1;2;.015657531;.38204047;1.9716761;2.0976887;2.2139711
reg lnd c.lndam#c.masfem lndam masfem c.post79##c.lndam if d<9999999 & dam<75260;92;9999999;75260;1;2;2;1;2;1;3;.0083867479;.60016429;1.9568241;2.0734794;1.8194034
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<;92;9999999;75260;1;2;2;1;2;2;1;.010863266;.68250161;1.9956244;2.0823171;1.506759
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.year##c.lndam if d<;92;9999999;75260;1;2;2;1;2;2;2;.0027011393;.92063344;1.9825131;2.0913312;1.8165741
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.post79##c.lndam if ;92;9999999;75260;1;2;2;1;2;2;3;-.0012324876;.9596836;1.968995;2.0687447;1.4939598
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<;92;9999999;75260;1;2;2;1;2;3;1;-.0084633138;.70746201;1.943027;2.0798702;2.3738108
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.year##c.lndam if d<;92;9999999;75260;1;2;2;1;2;3;2;-.014994044;.5320518;1.9194609;2.0932579;2.8633039
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.post79##c.lndam if ;92;9999999;75260;1;2;2;1;2;3;3;-.020281555;.32999858;1.910184;2.0695357;2.3494565
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<;92;9999999;75260;1;2;2;1;2;4;1;-.0058377902;.79624403;1.9377284;2.0809927;2.4603376
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.year##c.lndam if d<;92;9999999;75260;1;2;2;1;2;4;2;-.012874131;.59039372;1.9128215;2.0947657;2.9700165
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.post79##c.lndam if ;92;9999999;75260;1;2;2;1;2;4;3;-.018915772;.35931081;1.9003356;2.0705411;2.4648588
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3   if d<9999999 & dam<7526;92;9999999;75260;1;2;2;1;2;5;1;-.0065564965;.78653449;1.9684076;2.0779376;1.9062104
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.year##c.lndam if d<9999;92;9999999;75260;1;2;2;1;2;5;2;-.013868806;.58252621;1.9416864;2.0923855;2.4967315
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.post79##c.lndam if d<99;92;9999999;75260;1;2;2;1;2;5;3;-.018708542;.39281031;1.9319276;2.068676;2.0295262
reg lnd masfem lndam z3   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;1;2;6;1;.013708943;.69759041;2.015162;2.0941255;1.5114647
reg lnd masfem lndam z3 c.year##c.lndam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;1;2;6;2;.019851619;.58464503;1.9887463;2.1030915;2.0639071
reg lnd masfem lndam z3 c.post79##c.lndam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;1;2;6;3;.018963767;.60254985;1.9654312;2.0746624;1.7350087
nbreg d c.dam#c.masfem dam masfem   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;2;1;1;1;-3.2812443e-06;.65802181;10.910353;20.540993;9.630641
nbreg d c.dam#c.masfem dam masfem c.year##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;2;1;1;2;-5.8978239e-06;.38899344;13.317533;18.105387;4.7878547
nbreg d c.dam#c.masfem dam masfem c.post79##c.dam if d<9999999 & dam<75260, robu;92;9999999;75260;1;2;2;2;1;1;3;-6.2561535e-06;.38049337;13.251437;17.874746;4.6233087
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<7526;92;9999999;75260;1;2;2;2;1;2;1;8.9809864e-06;.42834312;9.5202761;16.765209;7.2449341
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.year##c.dam if d<999999;92;9999999;75260;1;2;2;2;1;2;2;2.3179293e-06;.80034059;11.720358;14.599322;2.8789639
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.post79##c.dam if d<9999;92;9999999;75260;1;2;2;2;1;2;3;2.5276274e-06;.77536166;11.274386;14.483232;3.2088459
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<7526;92;9999999;75260;1;2;2;2;1;3;1;-1.8704960e-06;.83074546;10.998737;15.373876;4.3751388
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.year##c.dam if d<999999;92;9999999;75260;1;2;2;2;1;3;2;-4.6844707e-06;.47171769;10.976835;15.28258;4.3057451
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.post79##c.dam if d<9999;92;9999999;75260;1;2;2;2;1;3;3;-4.6781620e-06;.49144873;11.298113;14.975602;3.6774883
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<7526;92;9999999;75260;1;2;2;2;1;4;1;-2.8422373e-06;.74453479;10.812547;15.454216;4.6416698
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.year##c.dam if d<999999;92;9999999;75260;1;2;2;2;1;4;2;-8.1214366e-06;.17721348;11.186152;14.991858;3.8057053
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.post79##c.dam if d<9999;92;9999999;75260;1;2;2;2;1;4;3;-8.1912240e-06;.19431275;11.516904;14.587563;3.0706584
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3   if d<9999999 & dam<75260, r;92;9999999;75260;1;2;2;2;1;5;1;7.2070753e-07;.94116014;10.944865;15.499259;4.5543938
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.year##c.dam if d<9999999 & ;92;9999999;75260;1;2;2;2;1;5;2;-4.8192574e-06;.49795854;11.771775;14.805316;3.0335405
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.post79##c.dam if d<9999999 ;92;9999999;75260;1;2;2;2;1;5;3;-4.5622746e-06;.53253001;11.85585;14.4545;2.5986497
nbreg d masfem dam z3   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;2;1;6;1;.057226039;.29060605;11.35146;15.78355;4.4320912
nbreg d masfem dam z3 c.year##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;2;1;6;2;.037533119;.4366757;12.069931;14.982878;2.9129469
nbreg d masfem dam z3 c.post79##c.dam if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;2;1;6;3;.033849463;.48551014;12.028716;14.618235;2.5895185
nbreg d c.lndam#c.masfem lndam masfem   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;2;2;2;1;1;.020593435;.3382495;8.3187647;12.783127;4.4643617
nbreg d c.lndam#c.masfem lndam masfem c.year##c.lndam if d<9999999 & dam<75260, ;92;9999999;75260;1;2;2;2;2;1;2;.004944786;.82538718;8.9235554;12.090014;3.1664584
nbreg d c.lndam#c.masfem lndam masfem c.post79##c.lndam if d<9999999 & dam<75260;92;9999999;75260;1;2;2;2;2;1;3;.00027474566;.98791426;8.7133427;11.181447;2.4681039
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<;92;9999999;75260;1;2;2;2;2;2;1;.0040266453;.90681434;8.442215;12.208683;3.7664676
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.year##c.lndam if d<;92;9999999;75260;1;2;2;2;2;2;2;-.014003571;.68571639;9.0124531;11.521536;2.5090826
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.post79##c.lndam if ;92;9999999;75260;1;2;2;2;2;2;3;-.013481061;.64862204;8.7730188;10.697253;1.9242342
nbreg d c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<;92;9999999;75260;1;2;2;2;2;3;1;-.03850254;.19178486;7.0004888;11.292555;4.2920661
