spec;sk;k1;k2;k3;k4;k5;k6;b;p_b
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;317;1;3;1;2;4;2;.0056131552;.1733073
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;318;1;3;1;2;4;3;.0096513303;.021074452
capture noisily reghdfe  loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;319;1;3;1;2;5;1;.014048112;.01479257
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;320;1;3;1;2;5;2;.0061880513;.18375243
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;321;1;3;1;2;5;3;.011618746;.018618705
capture noisily reghdfe  loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;322;1;3;1;2;6;1;.012957801;.044983234
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;323;1;3;1;2;6;2;.0046135704;.37537003
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;324;1;3;1;2;6;3;.010698915;.059180547
capture noisily reghdfe  loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;325;1;3;2;1;1;1;.049310718;.044878826
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;326;1;3;2;1;1;2;.0093483068;.56160969
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;327;1;3;2;1;1;3;.032841466;.10438708
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;328;1;3;2;1;2;1;.071271427;.0070098955
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;329;1;3;2;1;2;2;.018564137;.29896441
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;330;1;3;2;1;2;3;.048003588;.028505092
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;331;1;3;2;1;3;1;.080715284;.0071283528
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;332;1;3;2;1;3;2;.01672248;.41157049
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;333;1;3;2;1;3;3;.059181243;.025459135
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;334;1;3;2;1;4;1;.055993322;.00038854079
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;335;1;3;2;1;4;2;.031890173;.010654991
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;336;1;3;2;1;4;3;.05133228;.00012607058
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;337;1;3;2;1;5;1;.065397419;.00057783478
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;338;1;3;2;1;5;2;.029518491;.032758683
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;339;1;3;2;1;5;3;.057543963;.00039819753
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_;340;1;3;2;1;6;1;.075317681;.00039834715
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_;341;1;3;2;1;6;2;.037614852;.019021403
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_;342;1;3;2;1;6;3;.066123486;.00037181494
capture noisily reghdfe  loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;343;1;3;2;2;1;1;.015085336;.058362432
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;344;1;3;2;2;1;2;.0044329194;.45339409
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;345;1;3;2;2;1;3;.010398225;.12288994
capture noisily reghdfe  loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;346;1;3;2;2;2;1;.023255326;.0078502549
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;347;1;3;2;2;2;2;.0069594127;.28431895
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;348;1;3;2;2;2;3;.015610492;.033377968
capture noisily reghdfe  loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers;349;1;3;2;2;3;1;.027458625;.0040447661
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers;350;1;3;2;2;3;2;.0065740952;.36627746
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers;351;1;3;2;2;3;3;.020219449;.015182523
capture noisily reghdfe  loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;352;1;3;2;2;4;1;.016604807;.0042751343
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;353;1;3;2;2;4;2;.0092315581;.041732714
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;354;1;3;2;2;4;3;.014531045;.0038419939
capture noisily reghdfe  loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pe;355;1;3;2;2;5;1;.020452559;.0037443719
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pe;356;1;3;2;2;5;2;.0097090518;.054168172
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pe;357;1;3;2;2;5;3;.01740472;.004438553
capture noisily reghdfe  loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_c;358;1;3;2;2;6;1;.021399129;.0068401652
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_c;359;1;3;2;2;6;2;.010303097;.078527763
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_c;360;1;3;2;2;6;3;.018083028;.0090252655
capture noisily reghdfe  loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                     ;361;1;3;3;1;1;1;.054917865;.010063599
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                     ;362;1;3;3;1;1;2;.012259898;.40721199
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                     ;363;1;3;3;1;1;3;.040141892;.023032011
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;364;1;3;3;1;2;1;.062799282;.0070197512
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;365;1;3;3;1;2;2;.016505999;.31900334
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;366;1;3;3;1;2;3;.04522565;.019277995
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                          ;367;1;3;3;1;3;1;.068826273;.0070460215
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                          ;368;1;3;3;1;3;2;.013804244;.4597221
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                          ;369;1;3;3;1;3;3;.053531777;.019850543
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;370;1;3;3;1;4;1;.057366256;.000056891866
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;371;1;3;3;1;4;2;.03556655;.0022085316
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;372;1;3;3;1;4;3;.053169541;.000012211854
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;373;1;3;3;1;5;1;.06250412;.00029078711
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;374;1;3;3;1;5;2;.031681657;.015252987
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;375;1;3;3;1;5;3;.057482943;.000097164062
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                            ;376;1;3;3;1;6;1;.067314386;.00040422939
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                            ;377;1;3;3;1;6;2;.032635704;.028762577
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                            ;378;1;3;3;1;6;3;.062214982;.00020661515
